date,demand_National Demand Forecast (NDF) - GB (MW)_mean,demand_National Demand Forecast (NDF) - GB (MW)_max,demand_National Demand Forecast (NDF) - GB (MW)_min,demand_National Demand Forecast (NDF) - GB (MW)_spread,demand_National Demand Forecast (NDF) - GB (MW)_std,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_mean,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_max,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_min,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_spread,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_std,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_rolling_std_7d,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_price_range,price_Price average forecast ECMWF ENS United Kingdom day-ahead (£/MWh)_cv,solar_solar_fc_meteo_mw_mean,solar_solar_fc_meteo_mw_max,solar_solar_fc_meteo_mw_min,solar_solar_fc_meteo_mw_spread,solar_solar_fc_meteo_mw_std,wind_wind_fc_meteo_mw_mean,wind_wind_fc_meteo_mw_max,wind_wind_fc_meteo_mw_min,wind_wind_fc_meteo_mw_spread,wind_wind_fc_meteo_mw_std,price_intraday_volatility,day_of_week,is_weekend,month,price_1,price_2,price_3,price_4,price_5,price_6,is_holiday,month_sin,month_cos
2024-06-15,20919.625,25017.0,17513.0,7504.0,2182.2686154052185,72.34583333333333,93.06,45.17,47.89,12.8847482864741,7.11444941483105,47.89,0.1780993830993366,2412.3163541666668,6629.8925,0.0,6629.8925,2559.0069670402063,4622.002291666667,5637.9475,3480.4,2157.5475,682.0372529251407,,5,1,6,0.7,2.5,1.64,2.53,2.02,1.1,False,1.2246467991473532e-16,-1.0
2024-06-16,20051.25,25099.0,16759.5,8339.5,2725.1759057703603,69.54625,97.56,53.24,44.32,13.762371450254587,14.715445076840984,44.32,0.1978880450096818,2822.1110416666666,7688.467500000001,0.0,7688.467500000001,3017.7614759764324,5109.554270833333,5656.635,4643.3325,1013.3024999999998,318.4485784948156,,6,1,6,0.7,1.61,1.5,1.56,2.76,1.1,False,1.2246467991473532e-16,-1.0
2024-06-17,23320.416666666668,27956.5,17832.5,10124.0,3117.4719505263934,78.2175,107.52,48.18,59.34,16.73733739408626,10.232366946769126,59.34,0.2139845609241699,2973.4126041666664,7985.17,0.0,7985.17,3122.6870595993755,3005.128125,4404.2925,2343.405,2060.8875,602.3550420876348,,0,0,6,2.19,4.49,1.3,1.75,4.0,0.9,False,1.2246467991473532e-16,-1.0
2024-06-18,23691.0,27847.5,18827.0,9020.5,2772.9599551820934,86.75291666666668,104.6,72.83,31.77,9.447008948853076,9.838958036199529,31.77,0.1088955773689039,2650.0437500000003,7092.31,0.0,7092.31,2771.393189087709,2589.515625,3671.295,1692.83,1978.465,700.5630412235554,,1,0,6,1.5,2.11,1.82,2.45,2.97,1.0,False,1.2246467991473532e-16,-1.0
2024-06-19,23056.479166666668,27682.0,18661.0,9021.0,2699.646291159861,83.54541666666667,102.19,70.36,31.83,9.873171368021469,9.449387987236706,31.83,0.1181772951999736,2997.6688541666667,8359.7875,0.0,8359.7875,3235.1936003944406,3279.589166666666,3704.635,2540.36,1164.275,386.61958029324273,,2,0,6,0.1,3.0,1.2,0.99,2.0,0.95,False,1.2246467991473532e-16,-1.0
2024-06-20,22913.375,27613.0,18529.0,9084.0,2787.285867189583,84.03791666666667,103.62,68.78,34.84,11.37873989323822,9.327298389035064,34.84,0.1354000711175597,3071.35125,8490.7925,0.0,8490.7925,3297.872150559242,1945.5858333333333,3526.495,1094.9475,2431.5475,690.7194448562572,,3,0,6,0.5,1.93,0.75,2.08,2.34,0.6,False,1.2246467991473532e-16,-1.0
2024-06-21,21798.375,25671.5,18337.0,7334.5,2292.340707329139,76.70583333333333,96.07,54.16,41.91,11.978636024794003,8.007765873557673,41.91,0.1561632995073474,2831.8591666666666,8177.497499999999,0.0,8177.497499999999,3116.6010492485225,4735.721354166667,6412.3425,3020.245,3392.0975,1142.4815581046496,,4,0,6,1.19,2.3,1.5,1.65,2.06,0.6,False,1.2246467991473532e-16,-1.0
2024-06-22,20081.416666666668,23490.5,17545.5,5945.0,1956.061835882776,75.27583333333332,96.62,52.59,44.03,12.086136116720022,9.716343374512276,44.03,0.1605579849671101,2775.1922916666667,7803.519999999999,0.0,7803.519999999999,2981.678062093114,3255.938020833333,4771.530000000001,1794.0,2977.5300000000007,1014.8343513628058,,5,1,6,1.0,1.97,1.28,1.52,2.24,1.25,False,1.2246467991473532e-16,-1.0
2024-06-23,20483.125,25206.5,16338.5,8868.0,2786.2853495134045,79.18708333333333,103.68,62.47,41.21000000000001,12.399807670025504,9.012495030049475,41.21000000000001,0.1565887660974864,2845.474166666667,7566.4825,0.0,7566.4825,2965.1905973044554,1887.8801041666663,4759.66,782.645,3977.015,1186.347585196179,,6,1,6,1.28,1.5,1.5,1.81,2.41,0.6,False,1.2246467991473532e-16,-1.0
2024-06-24,23906.854166666668,28498.0,18069.5,10428.5,3226.301929586171,84.46083333333333,103.45,71.16,32.290000000000006,9.534015494495245,9.925648113659404,32.290000000000006,0.1128809072587322,2922.7057291666665,7835.155,0.0,7835.155,3107.2782002415643,2304.589166666666,3266.885,1583.045,1683.84,607.211370803422,,0,0,6,1.25,1.56,0.94,1.68,2.36,1.05,False,1.2246467991473532e-16,-1.0
2024-06-25,24203.08333333333,28775.5,19098.0,9677.5,2920.5228524844774,85.26916666666666,104.32,72.84,31.47999999999999,9.583556078066705,8.841824310788889,31.47999999999999,0.1123918111634729,3251.8903125,9133.86,0.0,9133.86,3515.3347986138992,1415.7117708333333,2422.92,926.63,1496.29,459.0772523364237,,1,0,6,1.0,1.5,1.16,2.29,2.48,1.06,False,1.2246467991473532e-16,-1.0
2024-06-26,23661.625,28727.5,19193.0,9534.5,2882.6017808871743,82.70875,103.36,66.72,36.64,10.44672876300644,14.009785695652011,36.64,0.1263074192634568,3269.5315625000003,9418.5275,0.0,9418.5275,3589.8756072365463,2336.2563541666664,6284.6575,1117.195,5167.462500000001,1488.9379681130358,,2,0,6,1.3,1.58,0.5,1.51,2.84,0.75,False,1.2246467991473532e-16,-1.0
2024-06-27,21575.8125,25472.0,17437.5,8034.5,2547.832095572285,58.45666666666667,82.05,28.56,53.49,16.929462783707212,18.542104082587937,53.49,0.2896070499579268,3115.948229166667,8772.2725,0.0,8772.2725,3360.873724706661,8876.144791666668,11675.0,6667.0675,5007.9325,1688.8382812719606,,3,0,6,0.75,4.0,1.5,2.53,3.39,1.77,False,1.2246467991473532e-16,-1.0
2024-06-28,21104.8125,25083.0,15627.0,9456.0,2865.7231154081846,45.58625,86.61,15.34,71.27,25.28575072395346,4.980582295274344,71.27,0.554679332560881,2893.219791666667,7726.115,0.0,7726.115,2996.6534207037885,9498.676875,12095.055,4465.705,7629.35,2521.966045155442,,4,0,6,2.61,4.29,0.75,2.94,6.0,1.0,False,1.2246467991473532e-16,-1.0
2024-06-29,19776.5,24209.0,16306.0,7903.0,2369.709237346476,71.13083333333334,96.75,39.03,57.72,16.100081532784817,6.357462057261812,57.72,0.226344621288726,2613.6234375,7238.434999999999,0.0,7238.434999999999,2818.605081553487,3495.7157291666667,4073.845,2956.605,1117.2399999999998,284.36894610610983,,5,1,6,0.75,1.31,1.0,1.61,2.38,0.7,False,1.2246467991473532e-16,-1.0
2024-06-30,20665.83333333333,25658.5,16152.0,9506.5,2956.579919237864,79.05291666666666,101.96,67.03,34.92999999999999,11.074285718124967,9.6321401469001,34.92999999999999,0.1400869972302304,2274.719791666667,6307.400000000001,0.0,6307.400000000001,2437.8283426608177,2974.448020833333,3977.69,1815.355,2162.335,664.2901144532526,,6,1,6,1.6,1.18,0.53,1.54,2.0,0.72,False,1.2246467991473532e-16,-1.0
2024-07-01,23451.125,27500.0,17719.0,9781.0,3353.063619418749,80.45291666666667,94.51,60.12,34.39000000000001,8.824997834297882,13.025959794634268,34.39000000000001,0.1096914593023606,1847.0009375,4492.77,0.0,4492.77,1846.6017368255616,5168.791875,7766.4025,1765.025,6001.3775000000005,2176.6899566713787,,0,0,7,0.96,2.19,1.2,1.55,1.65,1.09,False,-0.4999999999999997,-0.8660254037844388
2024-07-02,24029.83333333333,28201.0,18118.5,10082.5,3316.540810735692,77.43041666666666,101.64,51.42,50.22,14.87075433868267,10.015865509518491,50.22,0.19205313594915,2253.0960416666667,6280.3675,0.0,6280.3675,2462.0235882359834,5210.1471875,7308.932500000001,4004.085,3304.8475000000008,1040.462240446397,,1,0,7,1.32,1.39,0.77,2.0,1.9,0.5,False,-0.4999999999999997,-0.8660254037844388
2024-07-03,23854.75,27756.0,18019.5,9736.5,3539.760453083992,75.05375,95.67,25.35,70.32,16.287925058686614,24.633895251017343,70.32,0.217016805405281,1376.014375,3648.22,0.0,3648.22,1455.9206288026014,8069.7234375,12314.06,4862.6075,7451.452499999999,2621.723345218256,,2,0,7,0.68,3.0,0.51,1.33,1.36,1.25,False,-0.4999999999999997,-0.8660254037844388
2024-07-04,20478.75,25749.0,16605.0,9144.0,2701.7172638736715,31.1375,72.22,6.53,65.69,21.916313409838363,27.03744924923136,65.69,0.7038559103922396,3079.971458333333,8186.942499999999,0.0,8186.942499999999,3236.997790728712,11903.794895833336,12444.615,11436.13,1008.4850000000006,332.5305891915605,,3,0,7,0.55,5.0,0.75,2.0,5.43,1.75,False,-0.4999999999999997,-0.8660254037844388
2024-07-05,23098.4375,27688.0,17129.0,10559.0,3301.946014860684,52.78958333333333,87.25,-2.49,89.74,27.28873831728531,7.734675170942885,89.74,0.5169341486363689,1951.846875,6106.7575,0.0,6106.7575,2285.526836215569,6494.821145833333,11893.7375,2547.13,9346.607499999998,3314.80203672547,,4,0,7,1.15,1.77,1.6,3.0,3.45,1.5,False,-0.4999999999999997,-0.8660254037844388
2024-07-06,20338.89583333333,23684.5,17509.0,6175.5,2003.1201095940671,43.685,73.82,-1.57,75.38999999999999,22.05584473459409,10.043950797323095,75.38999999999999,0.5048837068694995,2591.1560416666666,6937.315,0.0,6937.315,2742.4984612044277,6095.048229166667,8082.795,3854.48,4228.3150000000005,1473.173585008975,,5,1,7,0.55,2.8,2.25,1.43,3.27,1.04,False,-0.4999999999999997,-0.8660254037844388
2024-07-07,20871.08333333333,25292.0,16260.5,9031.5,2794.409541997342,60.98041666666666,94.84,40.25,54.59,18.23007679135885,10.202063516759765,54.59,0.2989496921775518,2555.3085416666668,6629.155,0.0,6629.155,2640.5731426386224,3850.696875,6306.115,2050.79,4255.325,1196.435048062905,,6,1,7,1.39,1.63,1.0,1.66,3.51,0.8,False,-0.4999999999999997,-0.8660254037844388
2024-07-08,24195.604166666668,28618.5,18561.5,10057.0,3496.218596971301,81.68833333333333,99.5,61.06,38.44,12.051415816758038,12.995941674230457,38.44,0.1475292165355073,2389.5925,6597.0175,0.0,6597.0175,2612.079375267911,1281.3167708333333,3615.56,555.555,3060.005,836.4721321969479,,0,0,7,1.01,1.0,0.75,2.0,2.43,0.94,False,-0.4999999999999997,-0.8660254037844388
2024-07-09,24426.604166666668,28834.5,17627.0,11207.5,3943.809370060017,68.82083333333334,90.51,37.56,52.95,14.894059194033112,11.395497439987484,52.95,0.2164178850013892,1221.4121874999998,3353.235,0.0,3353.235,1312.8385204512415,6736.243125,8768.6725,4029.965,4738.7075,1277.4783222840106,,1,0,7,1.16,1.1,1.25,1.69,3.74,1.5,False,-0.4999999999999997,-0.8660254037844388
2024-07-10,23531.375,27871.5,18202.0,9669.5,3064.272926919561,64.06291666666667,86.7,43.46,43.24,13.91368968636306,9.374092718002842,43.24,0.2171878898171156,2481.0584375000003,6980.345,0.0,6980.345,2711.3759635080173,7337.799375,8704.3325,5344.4325,3359.9000000000005,1003.9662431579458,,2,0,7,1.01,2.24,0.62,1.2,2.58,1.0,False,-0.4999999999999997,-0.8660254037844388
2024-07-11,23844.83333333333,28137.0,18537.0,9600.0,3079.1158339433387,75.35708333333334,95.4,54.11,41.290000000000006,11.913107315297596,9.226286463402383,41.290000000000006,0.1580887527533589,2304.8158333333336,6224.685,0.0,6224.685,2452.463635764363,4014.248020833333,4902.34,3289.885,1612.455,390.7635714359792,,3,0,7,1.06,1.5,0.68,1.37,2.04,0.5,False,-0.4999999999999997,-0.8660254037844388
2024-07-12,24069.354166666668,27795.0,18332.5,9462.5,3223.1975161022897,74.835,93.69,60.78,32.91,9.610446309140364,9.89988792625355,32.91,0.1284218121085102,1941.1223958333333,5373.5425,0.0,5373.5425,2091.31550126655,4718.8415625,5668.19,3254.1725,2414.0174999999995,725.5829741680927,,4,0,7,1.09,1.29,0.89,1.32,1.29,0.5,False,-0.4999999999999997,-0.8660254037844388
2024-07-13,21366.5625,24733.5,17600.0,7133.5,2231.92248147538,65.8,88.63,48.12,40.51,11.977199716272509,9.314643361523878,40.51,0.1820243117974545,2155.9595833333333,5837.225,0.0,5837.225,2306.158769181128,4681.344166666667,5381.675,4127.4025,1254.2725,470.9965289973338,,5,1,7,1.04,1.5,1.07,1.47,1.75,1.27,False,-0.4999999999999997,-0.8660254037844388
2024-07-14,20942.27083333333,25599.5,16496.5,9103.0,2957.3238231886726,64.78458333333333,96.3,37.95,58.35,18.55325143874451,10.377460924431157,58.35,0.2863837426148636,2306.8683333333333,6075.5425,0.0,6075.5425,2413.3416514638034,4108.545625,5695.7975,1512.065,4183.7325,1325.256449877731,,6,1,7,1.25,1.59,1.14,1.55,2.4,0.86,False,-0.4999999999999997,-0.8660254037844388
2024-07-15,24950.354166666668,30249.0,18032.5,12216.5,3980.1814151333833,79.43625,97.14,64.37,32.77,9.286678075281444,11.464098203480647,32.77,0.1169073071208854,1717.4902083333334,4990.795,0.0,4990.795,1892.896984550992,1591.913125,3651.3575,656.365,2994.9925000000003,870.0907830202977,,0,0,7,0.9,1.0,0.75,1.68,2.0,0.97,False,-0.4999999999999997,-0.8660254037844388
2024-07-16,24452.625,27865.0,18921.0,8944.0,3116.913862649066,71.63,91.88,54.91,36.97,10.813966412247506,9.096687780254353,36.97,0.150969794949707,1891.5695833333327,5421.9575,0.0,5421.9575,2100.8196859284712,4640.064062500001,6267.405,2357.4725,3909.9325,1139.3490781348082,,1,0,7,1.2,1.77,1.05,1.5,2.75,0.83,False,-0.4999999999999997,-0.8660254037844388
2024-07-17,23518.52083333333,27450.0,18968.5,8481.5,2717.7300249799523,73.17458333333333,94.09,60.62,33.470000000000006,9.699307451371562,9.221689753226382,33.470000000000006,0.1325502245388696,3195.404375,8746.355,0.0,8746.355,3482.6312577661306,2011.502291666667,3674.14,1201.2975,2472.8425,728.3918835120687,,2,0,7,1.09,2.08,1.0,1.5,2.75,1.1,False,-0.4999999999999997,-0.8660254037844388
2024-07-18,23051.02083333333,27723.0,18889.5,8833.5,2773.157106350742,73.64583333333333,94.89,58.81,36.08,10.551334107556036,9.743813421859034,36.08,0.1432712976414964,2873.0625,8577.3475,0.0,8577.3475,3278.877642011788,3295.353854166667,3740.29,2511.325,1228.965,350.1215166071531,,3,0,7,0.84,2.0,1.0,1.5,2.86,1.04,False,-0.4999999999999997,-0.8660254037844388
2024-07-19,22791.27083333333,26700.0,19184.5,7515.5,2442.9439206717584,67.98583333333333,88.14,34.33,53.81,14.49041659816604,6.209910665717258,53.81,0.2131387656472456,3350.8111458333333,9934.3775,0.0,9934.3775,3811.536083571048,4697.712500000001,6258.8150000000005,3049.465,3209.3500000000004,1186.8053622446762,,4,0,7,1.09,2.02,1.24,1.33,2.0,0.9,False,-0.4999999999999997,-0.8660254037844388
2024-07-20,22368.4375,26159.0,18375.0,7784.0,2561.5110745523543,77.705,98.14,64.5,33.64,9.72940098249943,12.1847930204982,33.64,0.1252094586255637,1821.02375,5169.7475,0.0,5169.7475,2034.395590506097,2658.582083333333,4978.4025,1955.315,3023.0875,835.4216422609428,,5,1,7,0.9,1.22,1.08,1.5,1.75,0.75,False,-0.4999999999999997,-0.8660254037844388
2024-07-21,20399.70833333333,25374.0,16981.5,8392.5,2808.908607165033,64.34041666666667,92.98,40.48,52.50000000000001,15.881848397289682,7.89699882716148,52.50000000000001,0.2468409317205697,2464.1625,6725.825,0.0,6725.825,2690.44736247888,3064.901354166667,4492.725,1476.19,3016.5350000000003,923.663993433624,,6,1,7,0.82,1.15,1.75,2.06,2.08,1.16,False,-0.4999999999999997,-0.8660254037844388
2024-07-22,23922.3125,28150.0,17726.0,10424.0,3399.383958936051,73.38708333333334,91.02,57.5,33.52,10.19521860616712,6.9833192408086,33.52,0.138923883374124,2315.4161458333333,6719.7825,0.0,6719.7825,2592.6252828969123,4271.281458333334,6308.555,1744.15,4564.405000000001,1426.0755770538672,,0,0,7,0.96,1.92,1.5,1.96,2.25,0.94,False,-0.4999999999999997,-0.8660254037844388
2024-07-23,24135.229166666668,28287.0,19095.0,9192.0,2887.6740375903214,77.58083333333333,96.73,62.34,34.39,9.92721639546146,8.45594014935795,34.39,0.1279596514877359,2648.048645833333,7540.139999999999,0.0,7540.139999999999,2960.349776156378,2687.2122916666667,4250.2175,688.915,3561.3025,960.3871383446268,,1,0,7,1.05,2.0,1.25,1.6,2.0,1.82,False,-0.4999999999999997,-0.8660254037844388
2024-07-24,23618.625,28042.0,19097.5,8944.5,2848.214903385903,73.75125,90.44,48.98,41.46,9.958664268953898,15.711024488434552,41.46,0.1350304471985749,2672.9152083333333,7820.2125,0.0,7820.2125,3037.5181018006792,3282.798854166667,7710.9775,647.26,7063.7175,2790.138564920674,,2,0,7,1.03,4.0,1.14,1.94,2.32,1.0,False,-0.4999999999999997,-0.8660254037844388
2024-07-25,24497.5,28573.5,18318.5,10255.0,3573.5523824948723,68.38250000000001,87.56,38.56,49.0,14.649294166109756,9.424302677247844,49.0,0.2142257765672468,1427.6951041666669,4121.335,0.0,4121.335,1609.028057344557,6057.254583333332,7090.9400000000005,5244.215,1846.7250000000004,447.18613200359954,,3,0,7,1.16,1.5,0.91,1.32,2.0,0.9,False,-0.4999999999999997,-0.8660254037844388
2024-07-26,22249.14583333333,25829.0,18201.5,7627.5,2337.861120578449,72.6125,93.98,55.43,38.55,11.659253182884774,7.151801304899455,38.55,0.1605681278414154,3007.4878125,8504.932499999999,0.0,8504.932499999999,3327.739209377996,3382.3579166666664,4993.3425,1714.605,3278.7375,905.8678745805604,,4,0,7,0.75,1.89,1.0,1.25,1.67,1.0,False,-0.4999999999999997,-0.8660254037844388
2024-07-27,20482.979166666668,24775.5,17672.0,7103.5,2332.116031489365,74.81833333333334,93.66,61.47,32.19,8.846463143252654,7.638943768922664,32.19,0.1182392436335031,2712.0035416666665,7445.2575,0.0,7445.2575,2945.9314673249783,978.7321875,1484.765,779.79,704.9750000000001,168.19801990884667,,5,1,7,1.16,1.38,1.2,1.65,1.8,1.0,False,-0.4999999999999997,-0.8660254037844388
2024-07-28,19363.25,25000.0,16913.5,8086.5,2918.919637096248,66.41958333333334,91.9,45.03,46.870000000000005,12.854407966400732,8.985258032174846,46.870000000000005,0.1935334026696554,3589.364791666667,10488.12,0.0,10488.12,4067.276614703047,1712.4919791666669,4318.1925,723.735,3594.4575,1137.2431964984685,,6,1,7,1.11,1.38,1.34,1.39,1.96,0.99,False,-0.4999999999999997,-0.8660254037844388
2024-07-29,22381.291666666668,27877.0,17920.0,9957.0,3108.784600746821,70.17625,92.86,44.8,48.06,13.247780720624084,9.42880995369287,48.06,0.1887786925152609,3575.6060416666664,10555.6125,0.0,10555.6125,4091.940655507556,3773.897916666667,5052.4625,3019.445,2033.0174999999997,605.0925320576952,,0,0,7,1.72,1.82,1.66,1.71,3.25,1.07,False,-0.4999999999999997,-0.8660254037844388
2024-07-30,23130.791666666668,28100.0,19182.5,8917.5,2766.5487325353142,76.43583333333333,97.47,63.12,34.35,10.223035334443258,8.71356741770315,34.35,0.1337466328110932,3259.145520833333,9567.96,0.0,9567.96,3730.863981717309,2485.222708333333,3606.96,2021.82,1585.14,382.87092817102433,,1,0,7,1.12,2.44,1.09,1.64,2.9,,False,-0.4999999999999997,-0.8660254037844388
2024-07-31,23932.9375,28441.5,19031.5,9410.0,2886.823085769652,77.74791666666667,97.32,64.7,32.61999999999999,9.26329595731204,8.683907393509411,32.61999999999999,0.119145262721664,2816.386354166667,8085.03,0.0,8085.03,3189.570940051783,2485.4113541666666,3221.7075,1886.7775,1334.93,492.2999102239514,,2,0,7,,,,,,1.0,False,-0.4999999999999997,-0.8660254037844388
2024-08-01,24168.979166666668,28310.0,19338.0,8972.0,2771.541434555894,79.85291666666667,100.09,67.67,32.42,9.446571717302785,9.083264307295616,32.42,0.1182996452933084,2861.999895833333,8604.95,0.0,8604.95,3324.870304806728,1644.4270833333333,2610.7200000000003,985.025,1625.6950000000002,450.10209053822905,,3,0,8,1.19,1.81,1.01,1.55,2.5,0.97,False,-0.8660254037844385,-0.5000000000000004
2024-08-02,22991.45833333333,26440.5,19421.0,7019.5,2272.0314933741693,68.43375,86.71,27.18,59.53,15.842357864831587,5.877334591867458,59.53,0.2314991925012379,2982.577604166667,9140.545,0.0,9140.545,3502.538662754789,4949.352604166666,7521.83,1577.005,5944.825,2015.9513651516447,,4,0,8,1.4,2.56,1.76,1.5,3.0,0.65,False,-0.8660254037844385,-0.5000000000000004
2024-08-03,20783.729166666668,24717.0,18078.5,6638.5,2156.9159745540005,71.90208333333334,89.27,51.49,37.78,10.417226109614816,5.500571831745446,37.78,0.1448807270482169,2452.301145833333,7344.9775,0.0,7344.9775,2834.291892264924,3260.786145833333,4143.805,2484.32,1659.485,442.07986868090194,,5,1,8,0.75,2.11,1.65,1.5,2.81,1.0,False,-0.8660254037844385,-0.5000000000000004
2024-08-04,20124.729166666668,24207.5,17148.5,7059.0,2193.7443570058317,68.18541666666667,85.85,40.66,45.19,12.377274048122178,12.744398582832185,45.19,0.181523772284477,1895.5655208333333,5495.3475,0.0,5495.3475,2163.3530504619266,4817.420729166667,7782.49,1822.56,5959.93,2381.831745306937,,6,1,8,1.35,2.01,2.0,2.07,2.02,1.56,False,-0.8660254037844385,-0.5000000000000004
2024-08-05,22393.75,27699.5,16250.0,11449.5,3475.8763267887457,64.94916666666667,91.45,40.76,50.690000000000005,15.169467307911544,9.82819728662192,50.690000000000005,0.2335590752959859,2356.7966666666666,6688.745,0.0,6688.745,2671.901102257007,7714.6184375,8658.465,6156.825000000001,2501.6399999999994,710.272108667888,,0,0,8,1.39,1.88,0.81,1.66,3.0,0.9,False,-0.8660254037844385,-0.5000000000000004
2024-08-06,23186.0,27147.0,18544.0,8603.0,2851.1185791148555,73.26666666666667,91.72,54.63,37.09,12.146966938174376,10.4095000108646,37.09,0.1657911775001052,2427.4484375,7179.1075,0.0,7179.1075,2807.9268260926347,5742.546249999999,6878.58,4340.465,2538.115,800.3779610022702,,1,0,8,0.75,3.04,1.03,1.5,2.81,1.4,False,-0.8660254037844385,-0.5000000000000004
2024-08-07,22487.14583333333,27650.0,17435.5,10214.5,3125.496480488675,59.01541666666666,86.79,34.31,52.48,14.69811019475298,13.811376608054845,52.48,0.2490554337313494,2272.89125,6368.725,0.0,6368.725,2530.4723219176503,8276.8084375,10029.94,6085.485,3944.455000000001,1308.66476266963,,2,0,8,0.75,2.5,0.81,1.5,3.25,1.35,False,-0.8660254037844385,-0.5000000000000004
2024-08-08,23636.02083333333,28198.5,17415.0,10783.5,3914.355962016382,60.60125,81.23,5.56,75.67,20.10732968509786,29.23035457484953,75.67,0.331797276212914,1440.9772916666668,4519.26,0.0,4519.26,1704.9342389222556,8560.336458333333,12755.26,4964.2725,7790.9875,2846.6070838064616,,3,0,8,1.67,2.61,1.25,1.32,1.65,2.08,False,-0.8660254037844385,-0.5000000000000004
2024-08-09,20310.416666666668,24640.0,16288.0,8352.0,2673.7356242541623,20.43458333333333,72.74,-15.03,87.77,29.44741207779913,13.951628339851007,87.77,1.4410576226315257,3048.1278125000003,9376.9475,0.0,9376.9475,3607.701181163744,11266.301458333332,13382.9,8879.7025,4503.1975,1658.4926164818942,,4,0,8,1.9,3.86,1.42,1.5,5.6,2.04,False,-0.8660254037844385,-0.5000000000000004
2024-08-10,20271.89583333333,24401.0,16300.5,8100.5,2522.4564501741893,45.39833333333333,86.95,18.3,68.65,23.13460003632177,9.029156212224995,68.65,0.5095913954915036,1950.0220833333333,5202.445,0.0,5202.445,2148.961237855835,6978.9271875,8919.127499999999,3605.295,5313.832499999999,1626.8495738030986,,5,1,8,1.0,1.77,1.16,1.5,4.25,0.96,False,-0.8660254037844385,-0.5000000000000004
2024-08-11,19587.166666666668,24685.0,16945.5,7739.5,2512.0769584006653,53.0875,86.9,22.08,64.82000000000001,16.617363954087566,15.514894379886938,64.82000000000001,0.3130183932957394,3096.102395833333,9116.28,0.0,9116.28,3594.3772373043826,3551.9413541666668,10726.805,1103.655,9623.15,3070.1223717612816,,6,1,8,1.0,1.6,1.0,1.58,1.96,1.17,False,-0.8660254037844385,-0.5000000000000004
2024-08-12,22913.02083333333,28380.5,16375.5,12005.0,3663.4508959365626,63.97708333333333,101.92,28.5,73.42,22.44922260282112,11.481884904160143,73.42,0.3508947490753244,2895.7236458333336,8455.645,0.0,8455.645,3351.697629560765,8102.486979166667,11533.34,4445.6375,7087.7025,2675.685502618602,,0,0,8,1.05,1.58,0.55,2.89,3.17,1.0,False,-0.8660254037844385,-0.5000000000000004
2024-08-13,22972.08333333333,27879.0,18101.5,9777.5,2962.637627207372,66.59,98.24,28.43,69.81,20.97410328704548,11.727204026779605,69.81,0.3149737691401935,2544.9711458333336,7781.385,0.0,7781.385,3005.0272280694185,5377.8393750000005,6966.585,4041.405,2925.18,928.1727225977896,,1,0,8,1.2,3.0,1.5,2.06,3.0,1.0,False,-0.8660254037844385,-0.5000000000000004
2024-08-14,23931.45833333333,27831.0,18602.5,9228.5,3267.4018395044545,79.50375,102.36,56.26,46.1,13.42976862518811,16.821195388132022,46.1,0.1689199393134048,2237.79,6626.587500000001,0.0,6626.587500000001,2624.71658971839,3254.6234375,6661.2125,1438.4625,5222.75,1649.606486369291,,2,0,8,1.24,2.95,1.14,1.82,2.5,1.75,False,-0.8660254037844385,-0.5000000000000004
2024-08-15,22772.75,27560.5,17039.5,10521.0,3178.438846352089,62.04541666666666,95.1,28.02,67.08,19.931164581076818,12.737920328127146,67.08,0.3212350831352326,1772.9721874999998,5147.15,0.0,5147.15,2054.0814641180427,8801.749062500001,11357.0275,6913.07,4443.9575,1580.1844863599017,,3,0,8,0.95,3.25,1.79,2.15,4.59,0.94,False,-0.8660254037844385,-0.5000000000000004
2024-08-16,21811.95833333333,25986.0,18552.0,7434.0,2569.901528804873,61.89208333333334,95.91,17.89,78.02,23.68366855748027,12.428833221107103,78.02,0.3826607100931908,3169.858125,9494.5525,0.0,9494.5525,3729.0299805014897,5273.229166666667,6607.12,4080.2725,2526.8475,754.0355827269009,,4,0,8,1.19,3.0,2.0,1.87,3.28,1.25,False,-0.8660254037844385,-0.5000000000000004
2024-08-17,19669.45833333333,25156.0,16961.0,8195.0,2749.5372453207083,50.35166666666667,93.25,-0.39,93.64,31.01515319220964,8.662930330134298,93.64,0.6159707363319911,2885.98375,8878.797499999999,0.0,8878.797499999999,3440.0138654904936,4852.956458333333,5565.1275,4382.415,1182.7124999999996,344.7808980919401,,5,1,8,1.27,1.8,2.23,1.88,3.82,1.75,False,-0.8660254037844385,-0.5000000000000004
2024-08-18,19198.89583333333,24829.0,16005.0,8824.0,3019.663499749768,58.08958333333334,99.39,29.89,69.5,23.19890898468525,8.983946529120379,69.5,0.3993643550783245,2916.538541666667,8928.8175,0.0,8928.8175,3442.2896781797244,5772.087916666666,7149.64,3428.815,3720.825,1123.705493017813,,6,1,8,1.4,2.01,1.53,1.69,4.39,0.5,False,-0.8660254037844385,-0.5000000000000004
